Time	Count	Error
120886414.79799	12.0	3.4641
120886415.79799	12.0	3.4641
120886416.79799	10.0	3.16228
120886417.79799	10.0	3.16228
120886418.79799	11.0	3.31662
120886419.79799	7.0	2.64575
120886420.79799	8.0	2.82843
120886421.79799	10.0	3.16228
120886422.79799	11.0	3.31662
120886423.79799	14.0	3.74166
120886424.79799	19.0	4.3589
120886425.79799	18.0	4.24264
120886426.79799	12.0	3.4641
120886427.79799	12.0	3.4641
120886428.79799	16.0	4.0
120886429.79799	11.0	3.31662
120886430.79799	20.0	4.47214
120886431.79799	15.0	3.87298
120886432.79799	13.0	3.60555
120886433.79799	7.0	2.64575
120886434.79799	8.0	2.82843
120886435.79799	13.0	3.60555
120886436.79799	12.0	3.4641
120886437.79799	12.0	3.4641
120886438.79799	11.0	3.31662
120886439.79799	17.0	4.12311
120886440.79799	12.0	3.4641
120886441.79799	12.0	3.4641
120886442.79799	15.0	3.87298
120886443.79799	20.0	4.47214
120886444.79799	11.0	3.31662
120886445.79799	15.0	3.87298
120886446.79799	10.0	3.16228
120886447.79799	11.0	3.31662
120886448.79799	16.0	4.0
120886449.79799	8.0	2.82843
120886450.79799	13.0	3.60555
120886451.79799	10.0	3.16228
120886452.79799	15.0	3.87298
120886453.79799	13.0	3.60555
120886454.79799	8.0	2.82843
120886455.79799	12.0	3.4641
120886456.79799	15.0	3.87298
120886457.79799	11.0	3.31662
120886458.79799	12.0	3.4641
120886459.79799	15.0	3.87298
120886460.79799	17.0	4.12311
120886461.79799	5.0	2.23607
120886462.79799	17.0	4.12311
120886463.79799	13.0	3.60555
120886464.79799	6.0	2.44949
120886465.79799	11.0	3.31662
120886466.79799	12.0	3.4641
120886467.79799	14.0	3.74166
120886468.79799	19.0	4.3589
120886469.79799	11.0	3.31662
120886470.79799	14.0	3.74166
120886471.79799	18.0	4.24264
120886472.79799	13.0	3.60555
120886473.79799	11.0	3.31662
120886474.79799	10.0	3.16228
120886475.79799	8.0	2.82843
120886476.79799	12.0	3.4641
120886477.79799	15.0	3.87298
120886478.79799	9.0	3.0
120886479.79799	12.0	3.4641
120886480.79799	13.0	3.60555
120886481.79799	11.0	3.31662
120886482.79799	11.0	3.31662
120886483.79799	16.0	4.0
120886484.79799	9.0	3.0
120886485.79799	7.0	2.64575
120886486.79799	10.0	3.16228
120886487.79799	13.0	3.60555
120886488.79799	8.0	2.82843
120886489.79799	18.0	4.24264
120886490.79799	8.0	2.82843
120886491.79799	14.0	3.74166
120886492.79799	14.0	3.74166
120886493.79799	4.0	2.0
120886494.79799	9.0	3.0
120886495.79799	12.0	3.4641
120886496.79799	13.0	3.60555
120886497.79799	15.0	3.87298
120886498.79799	16.0	4.0
120886499.79799	10.0	3.16228
120886500.79799	20.0	4.47214
120886501.79799	10.0	3.16228
120886502.79799	13.0	3.60555
120886503.79799	12.0	3.4641
120886504.79799	27.0	5.19615
120886505.79799	16.0	4.0
120886506.79799	10.0	3.16228
120886507.79799	11.0	3.31662
120886508.79799	9.0	3.0
120886509.79799	9.0	3.0
120886510.79799	14.0	3.74166
120886511.79799	16.0	4.0
120886512.79799	13.0	3.60555
120886513.79799	11.0	3.31662
120886514.79799	16.0	4.0
120886515.79799	11.0	3.31662
120886516.79799	21.0	4.58258
120886517.79799	14.0	3.74166
120886518.79799	13.0	3.60555
120886519.79799	11.0	3.31662
120886520.79799	13.0	3.60555
120886521.79799	14.0	3.74166
120886522.79799	6.0	2.44949
120886523.79799	7.0	2.64575
120886524.79799	15.0	3.87298
120886525.79799	13.0	3.60555
120886526.79799	18.0	4.24264
120886527.79799	8.0	2.82843
120886528.79799	11.0	3.31662
120886529.79799	7.0	2.64575
120886530.79799	9.0	3.0
120886531.79799	16.0	4.0
120886532.79799	5.0	2.23607
120886533.79799	16.0	4.0
120886534.79799	20.0	4.47214
120886535.79799	16.0	4.0
120886536.79799	11.0	3.31662
120886537.79799	9.0	3.0
120886538.79799	18.0	4.24264
120886539.79799	15.0	3.87298
120886540.79799	7.0	2.64575
120886541.79799	12.0	3.4641
120886542.79799	12.0	3.4641
120886543.79799	16.0	4.0
120886544.79799	15.0	3.87298
120886545.79799	11.0	3.31662
120886546.79799	13.0	3.60555
120886547.79799	10.0	3.16228
120886548.79799	4.0	2.0
120886549.79799	13.0	3.60555
120886550.79799	9.0	3.0
120886551.79799	11.0	3.31662
120886552.79799	14.0	3.74166
120886553.79799	13.0	3.60555
120886554.79799	12.0	3.4641
120886555.79799	13.0	3.60555
120886556.79799	17.0	4.12311
120886557.79799	17.0	4.12311
120886558.79799	13.0	3.60555
120886559.79799	20.0	4.47214
120886560.79799	11.0	3.31662
120886561.79799	13.0	3.60555
120886562.79799	15.0	3.87298
120886563.79799	11.0	3.31662
